"header","Zygotic_r1","Zygotic_r2","Day7_r1","Day7_r2","Day14_r1","Day14_r2","Somatic_r1","Somatic_r2"
"AT4G10490",359.9754656,384.782178,46.96579316,2.251600792,6.316742665,13.58814034,7.250410236,37.17663746
"AT4G10560",1.367503462,19.4898468,146.9892214,152.5107597,86.96084155,90.4817779,17.79540428,32.61350664
"AT4G09940",4.915858798,2.846091104,60.420232,42.86769564,340.3384835,312.9401124,32.8114771,43.36751084
"AT4G10060",432.4098057,246.7461908,47.14023981,41.55043735,32.89792354,37.02455856,165.4671413,113.8395629
"AT4G10030",1216.433639,1219.579431,253.2367542,321.3872517,364.5694647,332.86969,507.884081,397.720588
"AT4G09960",157.5551184,98.65400569,18.06530123,4.173757363,30.72776855,8.460237486,10.03357431,18.08542672
"AT4G09860",10.42738003,1.692481908,0.927480076,1.217010659,1.897257223,7.727019626,6.051478604,2.257896264
"AT4G09910",0.788182375,1.631310056,26.11916885,40.30121778,2.873051757,13.23303296,1.825393838,21.23147667
"AT4G09480",22.29087208,66.25948686,9.9161765,4.161758183,14.46869385,21.36566646,10.32532802,31.79877623
"AT4G09500",131.3785009,158.7429071,18.72590526,29.36599373,31.53867916,17.39676261,9.631706935,32.68818826
"AT4G09460",78.91588804,69.58376613,439.6670585,397.0719619,473.6530858,533.3048692,365.8868614,320.9993478
"AT4G09650",3024.933468,4245.389919,219.5940176,247.1300717,133.8798383,144.8376743,566.2747073,281.6566802
"AT4G09600",125.5318317,38.59909812,6256.049861,5024.733931,1177.999368,1033.713432,29.60077106,5018.618661
"AT4G09610",56.26308241,2.022738055,2562.128163,1334.272806,145.8588164,119.7156226,2.604386209,2821.013117
"AT4G09740",63.05939857,83.79928616,4.157025098,22.91873112,16.18494773,27.43044749,10.10045241,53.092862
"AT4G09820",117.2838798,108.7557172,20.40836148,21.69385579,4.631354292,1.887707344,15.7976112,3.393768766
"AT4G08870",99.92648379,135.7181324,462.3370503,497.5530992,465.2178023,396.7614126,178.1759512,252.5425069
"AT4G09110",13.51667088,14.8833478,2.096850327,2.561707801,1.825918519,4.585028691,1.01945593,2.943318266
"AT4G09010",3631.896887,3990.357506,78.05573486,55.1705595,31.72535219,21.61854552,834.5208762,657.4851748
"AT4G09160",312.7808704,395.4016082,66.46921689,35.39179241,51.63191076,40.94532507,89.70076252,118.2252444
"AT4G08600",19.787142,9.097624082,2.120612995,4.034899047,28.23917902,4.152874584,3.495465802,2.305771065
"AT4G08680",3.937114087,1.303158704,22.26511393,3.307041335,0.951900186,28.68786205,2.574423914,10.52190163
"AT4G08620",5.455357869,4.605260743,45.23959615,12.74168779,3.667226758,36.73717638,10.91086708,3.986107497
"AT4G08710",4.422950095,14.15633187,1.125863886,1.189007793,0.778995894,4.169395618,1.436873229,9.753184202
"AT4G08770",4.255237489,8.399396292,215.0079571,67.00243007,437.6759369,443.6141051,1804.82803,1440.093706
"AT4G08850",15.55988632,2.236819584,870.9775608,960.0983413,406.4069393,345.8625701,328.5998889,194.2685838
"AT4G08880",8.284641602,0.25925095,1.341851498,0.760468446,0.128674226,0.454661486,0.432377902,19.21300323
"AT4G08300",31.60311357,7.346699982,1.881385845,6.175008713,2.706764424,1.241717956,74.03066013,43.52733383
"AT4G08290",426.654969,250.3105871,25.30442506,19.45507822,17.24794149,42.80831021,248.4018048,157.2852381
"AT4G08400",19.67099195,14.3264535,6.017217498,1.858100306,18.2549761,33.47675526,8.370180218,1.304607345
"AT4G08450",0.698213133,0.334322461,0.611133082,6.203433664,3.466241849,5.68515694,0.408530574,7.582116016
"AT4G07780",0.798974052,0.267724657,9.408937705,7.450269725,0.339162501,0.808315409,0.491328075,0.519781789
"AT4G07760",0.978792147,0.366846611,5.049832198,0.702730022,0.676524676,0.997607541,0.53506747,1.87438386
"AT4G07340",0.682828415,0.741631868,6.968144549,3.534580032,11.42309739,1.282076805,2.474551512,1.036578628
"AT4G07540",0.755499431,0.759183024,16.54800944,12.8522627,1.331719672,23.17649909,9.146493085,0.27969661
"AT4G07670",48.26044899,70.58654695,8.49755986,10.8677716,52.50569491,71.55556271,186.0704558,55.33621792
"AT4G05370",12.80402181,0.713637777,33.76378476,47.63320959,23.31109323,36.20306894,0.257420336,16.78770026
"AT4G05390",336.1836658,421.1774846,1750.520601,1873.216079,2208.258191,2179.685197,1521.991169,1046.970263
"AT4G05510",22.28518938,5.727171678,2.05910035,2.968157641,2.538947284,5.032070855,13.07070364,6.34070174
"AT4G05610",9.103074214,18.79792616,4.251947928,2.108217849,1.806485917,2.533019058,1.13316668,1.140057234
"AT4G05180",17508.86303,16449.83452,63.16149329,63.79599227,8.540423849,6.684006688,1756.315288,1557.596548
"AT4G05100",11.37330832,17.1561818,204.7691134,148.9116969,127.2654604,111.8748722,67.31837873,54.78401105
"AT4G05020",132.3820251,129.6121855,2116.25305,2026.089577,1012.708991,1119.546123,368.1759911,405.9347044
"AT4G05230",5.516039337,3.237493854,16.42755072,41.13862574,15.15669926,35.76870952,13.89202005,19.59632243
"AT4G04890",2178.395619,2505.750924,330.4557221,304.7496642,106.1645796,142.1001769,51.28118347,244.889507
"AT4G04940",126.8326203,129.6467146,773.8272308,721.4179841,748.2121125,754.2641573,404.0870646,378.6088753
"AT4G04630",61.58447059,65.53070578,3.018074618,4.752002754,56.64212475,37.19684195,335.1330255,180.0314133
"AT4G04640",10276.90771,10747.74756,667.3971279,485.8890332,133.7458228,122.9744905,3041.864375,2009.954345
"AT4G04820",2.526273852,2.307083487,15.16622169,4.598923173,4.212443348,41.28389673,3.481942011,4.870012382
"AT4G04830",199.9966004,27.87013177,4598.122298,3297.183744,2286.399508,2522.800675,3226.593253,5282.415952
"AT4G04770",2197.748144,2852.588695,201.6162953,209.0676483,154.2925393,148.9483018,890.2768244,1077.31542
"AT4G04955",499.032377,442.7964077,41.13629226,44.86877887,115.4483478,117.1176872,318.9335177,324.7604937
"AT4G04560",0.451724771,1.18940954,1.069389602,7.06669504,0.643748025,7.583741979,0.55700144,2.094592703
"AT4G04180",79.39104648,69.04683275,358.7071439,342.7724763,260.9830407,271.7488209,157.2808432,184.736362
"AT4G04420",27.12458402,1.394116332,3.493829011,0.994242459,0.906204591,0.73269755,1.134652058,15.62581411
"AT4G04430",0.120611882,0.671321049,0.549703529,2.674982508,0.502522744,6.560622999,0.310012857,0.151996862
"AT4G04490",1.624140014,2.080256227,58.24870744,81.70911253,28.03226667,28.18631787,9.327422503,27.23529019
"AT4G04540",1.075624528,2.231947643,3.400626618,12.18748783,2.918380376,0.759228593,0.921092406,34.29372056
"AT4G04460",7753.788313,8414.965721,2.822342209,2.018450286,34.93678025,28.65310068,19.53200174,32.70210644
"AT4G03810",0.059898814,0.037757568,0.212313505,0.220431917,2.197187682,0.052631078,0.259539141,0.13567416
"AT4G03840",16.81457653,0.58536087,1.18540283,0.886375738,6.426145868,1.494848081,0.49942926,4.87268341
"AT4G03850",4.330926306,3.716029653,50.06689396,11.18805794,35.78664291,38.1313743,27.17014016,15.01816442
"AT4G03510",1253.158113,1342.558824,317.4709694,294.451533,290.1886996,259.5321542,565.7061524,650.6653229
"AT4G03650",3.19414794,3.478658313,0.977507973,0.559387153,1.199512116,12.56714682,0.615462216,4.43777048
"AT4G03710",5.233020776,4.380963539,0.386046556,0.435680331,7.148920256,0.273081965,2.29687008,0.779694829
"AT4G03153",17.40407969,8.663091646,1.44294336,0.870268739,5.448415066,0.645933771,4.213675814,10.82530761
"AT4G03110",825.751088,1397.907102,251.6972099,236.5048787,520.0000639,395.2539117,438.3751925,246.4188572
"AT4G03156",0.627971158,7.045009309,0.816841408,0.302898513,0.642931787,0.73161339,4.562297013,2.776018635
"AT4G03160",20.02208166,7.72539886,4.774881552,0.650904424,7.2645285,14.45768492,11.7055042,12.58393162
"AT4G03170",12.54875072,0.802521894,0.814486593,1.840807115,12.65331014,4.090024011,0.897121486,2.414701977
"AT4G03230",51.54394704,44.60806552,278.1337568,472.3610546,183.7067094,180.962574,168.3180157,102.6089561
"AT4G03290",3.412593429,3.895277943,27.39300806,3.928304596,12.86329422,1.968541928,7.803974301,27.59682182
"AT4G03360",9.098946072,2.367434077,30.98703635,21.29873097,4.033791037,1.009036955,2.168285994,10.42128985
"AT4G03380",5.008803729,3.838906635,46.50584786,1.741965639,5.60970937,3.591048917,93.19097131,57.64973972
"AT4G03280",17174.22699,13226.7459,1796.884188,1705.370093,239.3237181,241.6737859,3891.743847,5416.556393
"AT4G03150",834.6798574,1096.12678,104.7799481,80.62630812,83.1574398,64.7695702,253.8876505,318.0548929
"AT4G03070",199.5048553,177.3843454,50.07637383,32.91983286,15.26230193,25.02976013,38.18470935,101.4411057
"AT4G02530",1543.506931,1824.189193,208.9289911,211.3143367,104.563684,108.4240682,606.6957844,371.3680537
"AT4G02930",543.9173474,942.5388278,3963.481184,3418.206201,3301.128031,3459.090091,2606.328862,1523.235076
"AT4G02770",7048.140895,8197.872263,117.7299423,66.8552473,35.39791274,49.47137212,1044.962444,512.2958007
"AT4G02940",289.6273624,233.5727164,2307.395293,2150.111428,1353.070754,968.5817868,647.7355657,559.697122
"AT4G02960",4.238313219,1.498401854,7.821108341,17.65755523,4.420887979,3.95390775,10.00698385,48.49191726
"AT4G03010",220.643194,370.2984396,57.40647832,48.66333319,13.17055358,3.239168108,51.98411775,75.37647972
"AT4G03050",14175.33486,9814.631743,1119.625632,971.324852,115.2094193,107.9748208,21.50186736,2072.353149
"AT4G02380",308.0494535,117.3527544,7434.888689,7085.749923,9505.052731,9155.217903,2821.249461,5360.850753
"AT4G02690",48.54491178,47.44552359,569.696074,402.0843568,188.0116946,259.4402327,29.50684351,448.8780314
"AT4G02410",2.060441213,3.814157867,437.2208675,278.7604764,84.23826908,100.8039698,73.00364466,82.3384192
"AT4G02290",560.6784553,506.7101199,3655.669765,3025.960349,5269.826807,5195.399823,2545.43387,1716.222666
"AT4G02280",560.9960811,394.167509,3247.194864,3260.113965,3174.286132,2848.526454,430.9361376,1778.876187
"AT4G02330",4.049277201,9.493368247,416.0069934,527.0995086,164.1798313,155.7658278,1952.981636,719.1317784
"AT4G02180",3.971893596,18.27184452,71.759214,76.24283533,38.59846567,55.04161016,75.46531313,95.47393047
"AT4G01790",63.19008382,94.24706852,375.3205275,372.3896672,311.388242,292.0011435,143.6932698,264.8218445
"AT4G01680",9.712836412,10.14703721,85.6521992,71.33457915,62.75033159,66.66486773,76.21266848,85.40688493
"AT4G01870",207.306341,192.6959109,2692.73702,3254.411274,3059.251104,2215.144884,426.5267009,419.7201752
"AT4G01950",14.75980142,18.35962571,112.1742573,54.15006919,22.32224253,34.8858234,13.69441745,8.609561661
"AT4G01900",8727.871559,6701.45217,1076.285137,1184.905789,355.7675993,381.7419646,858.1691637,1003.354337
"AT4G01750",14.04698638,13.79935783,50.20954851,69.2646552,144.6527993,162.4655171,18.89270812,22.70861172
"AT4G01760",3.933741299,3.252197147,51.86315598,23.71665642,20.17715863,33.95248516,12.16009812,8.065019578
"AT4G01150",14033.42665,13515.63136,3109.024199,1810.368932,2055.330885,1891.642498,3427.084145,4314.369207
"AT4G01050",3245.062052,3275.381058,390.4431981,406.1753457,124.8099394,147.3255362,532.5239179,600.3734696
"AT4G01430",1427.029015,776.5132603,25.33884179,22.09905299,5.797942042,4.320669247,583.8339979,457.2416394
"AT4G01610",1175.97277,1416.334769,15089.76551,11067.73855,11812.10705,12180.7942,5163.151048,6934.509678
"AT4G01660",327.5767598,301.5790083,1310.975772,1231.20064,760.921525,734.0071067,795.3855823,602.1698905
"AT4G01700",12.04029605,21.4554266,365.6231907,417.5392828,272.8294807,270.9919432,103.3272968,102.9597133
"AT4G01720",43.1414632,11.91642542,524.0684575,708.9714676,370.530857,333.5447798,227.7375588,258.0661836
"AT4G01026",718.8205986,843.282962,99.31305747,55.13125562,206.4861315,221.2897026,219.3628925,349.4013495
"AT4G01130",306.4011007,244.7846526,40.6952457,40.86067067,3.513878929,16.85844215,9.150168699,23.44937584
"AT4G01240",6.41919572,35.6342445,225.7973651,164.4927338,324.052368,232.8964005,16.29428145,21.74515275
"AT4G01330",514.2229849,686.6950664,115.5440482,133.116198,195.2352589,151.224429,588.5780864,423.5861077
"AT4G01310",4635.309782,5055.041467,1179.316823,1110.446252,544.811743,496.9888224,1564.666808,1240.097182
"AT4G00750",56.14156877,66.39810733,605.3195022,789.7226657,1190.511889,1107.515915,40.40747839,102.8079759
"AT4G00820",386.0154667,854.4915206,132.8443162,127.7262814,170.6184994,161.7108447,396.5666518,349.2001363
"AT4G00940",5.779015608,26.45806907,146.77474,325.156065,400.1564028,404.2325359,164.4096303,223.3475847
"AT4G00430",12098.68376,13915.40557,1561.352769,1559.810498,1553.276366,1580.259375,3935.215218,3659.313366
"AT4G00480",729.4274657,911.0458551,60.33590401,28.97249083,23.05262901,24.53103856,85.15599494,125.1946134
"AT4G00570",148.6021959,235.2043911,908.4312295,916.6825133,951.9739803,985.2514956,1297.544939,783.871807
"AT4G00600",137.1850349,266.7701427,1080.258537,1241.074626,998.4044766,1144.709565,624.3630705,585.6222098
"AT4G00670",1.894958147,0.392254191,1.165549615,11.42094781,2.942606319,4.538365141,35.86573943,31.57485761
"AT4G00080",55.18230859,43.56555406,1477.802819,957.8348636,2217.923709,2235.089701,74.48637763,103.9807216
"AT4G00220",814.2589929,853.1656307,4.308545345,1.797862756,3.028092438,8.029100067,5.236930686,10.39442786
"AT4G00232",9.18349029,4.108986838,40.52517898,18.45847469,17.35058302,24.71343542,9.30094246,19.00857074
"AT4G00180",772.1517112,823.3592151,150.8433675,159.9745801,41.8916096,50.57424023,46.12262815,158.5715383
"AT4G00330",38.52096242,65.0496751,177.7224834,252.0456249,130.2489753,126.3027297,248.6549275,235.7096637
"AT1G32080",267.3973637,287.83986,66.25004688,53.98586904,26.70177039,35.69184871,299.9357927,137.8522757
"AT1G32060",11775.84361,8726.808936,290.3774158,282.8180115,24.6772909,49.69206403,1111.945806,1101.855648
"AT3G29575",1919.852367,2187.759787,545.9099926,440.7301287,434.0988101,461.765226,377.2878624,494.9529985
"AT1G25510",2244.687861,1722.44618,449.3302806,378.4070785,274.4096438,254.4451003,665.4784144,528.6278414
"AT1G25550",85.97529863,124.5286362,547.5859342,709.9741654,612.5796633,469.6670101,1946.378848,1387.482613
"AT1G25410",734.1620367,517.4653279,31.67269119,1.680870477,7.814650045,4.439597762,4.296440835,7.779630641
"AT1G25560",70.9820357,77.76857018,501.9785337,532.1572558,406.1340371,427.8943298,1132.726693,493.2925604
"AT1G31950",795.4554644,652.5632188,16.20937942,44.72722325,41.53934139,26.50849952,151.6226233,97.0043505
"AT1G19940",26.84055026,102.7025649,16.17988244,4.809124626,12.30038796,26.75386827,8.291629191,52.9306098
"AT1G16730",332.1737491,200.3902519,2083.991703,1317.552335,603.5248677,562.6304476,3.621107948,858.0580148
"AT1G16705",201.3443058,103.5410368,8.37286669,5.533456831,2.300633548,14.9877103,12.04867561,10.07228089
"AT1G19850",730.65534,831.9864543,3227.402175,4197.10657,4981.855645,4835.312835,4162.609871,3457.000457
"AT2G33480",406.1771958,111.5946986,46.37788035,36.50477897,72.64459583,73.04901748,223.779857,163.9478204
"AT2G33380",693.8668849,262.7871622,45.13407214,23.97444113,28.2846988,49.06417752,15.11345199,33.45398269
"AT4G10150",279.3514806,225.8534024,31.43154448,3.265800578,6.778400377,1.52088326,5.383904028,1.806383477
"AT1G19900",2450.01845,523.3731808,21.09169385,21.6253388,14.85960182,4.608798205,7.728975685,6.951437901
"AT2G40610",38.09356487,16.4904288,1413.710618,1624.58761,1036.696428,989.5999865,259.1942061,187.3363231
"AT2G40470",33.91920542,6.070753192,298.9703357,218.543034,397.7594105,427.251788,1.539620594,5.076136047
"AT2G40530",10.87386857,2.800880123,49.20218033,83.29269789,118.3452744,83.31044458,269.4153414,196.3138693
"AT2G40475",85.11565914,47.84860665,408.7079675,361.8921988,614.6174596,548.0339687,38.48409886,8.527972484
"AT2G40490",1303.426144,1778.298042,231.2680919,240.5318715,213.3885723,265.1307374,570.9393671,283.7961613
"AT1G66950",41.64053538,23.72804983,14.0417078,1.493029081,10.96448695,13.35068703,9.639957677,17.16456744
"AT1G67030",39.66189457,29.40930932,245.4781511,153.8905157,696.5650373,664.4376377,1169.333629,1309.928398
"AT2G30310",0.832379968,0.774467084,6.408521236,0.945393108,1.841138191,4.213313981,1.673466823,3.301493265
"AT2G40460",1155.215116,138.1848386,33.92443316,41.94703368,31.73668865,22.12592661,202.0139225,228.7174011
"AT1G20340",16090.04609,12652.07695,654.6683297,430.494266,155.2035592,163.0216431,3076.848512,2170.096003
"AT1G17960",23.48707827,5.873201387,643.9147716,973.2402147,217.0280386,175.2826601,46.81301504,51.68904474
"AT1G17990",73.50519724,91.37788969,2298.148355,1853.804568,162.4396646,163.3909092,60.2265035,546.1411849
"AT1G17860",281.399207,269.0049595,1287.192439,1376.814758,762.2962001,838.6662072,196.8027091,484.0068408
"AT1G66960",5.038214639,14.53428976,60.90851906,21.56282605,20.01841339,36.70166617,10.07349199,66.42670596
"AT5G28550",52.23943831,33.33037084,13.62223337,4.331687294,18.29095,27.27399816,7.843748701,43.86583052
"AT1G22170",2384.867724,3112.757041,350.1799872,495.4917619,440.9581465,522.0658566,350.990895,588.7037782
"AT1G12740",6.183573009,21.42984922,248.7897099,249.6614963,278.5742378,277.5354437,25.8447455,11.27258406
"AT1G22360",18.1377968,8.590856858,224.2321101,150.9076502,1456.583002,1489.052721,621.9819814,405.3576967
"AT1G22370",6.576238846,3.038666575,37.27339589,6.619036458,18.89076334,7.890350903,19.83107471,56.99570186
"AT1G22130",10.40301189,18.01844494,1.069423627,1.3043484,0.50218319,28.49194713,0.482887982,9.44276876
"AT1G22030",190.7098307,162.6731919,667.0882595,828.4715404,1318.296422,1332.190927,1304.36261,356.870032
"AT1G22160",544.1689322,262.8667744,44.10665303,39.59439427,61.41517662,59.95530222,75.87137382,84.94898691
"AT1G22340",5.34680496,11.72126938,101.0813241,42.33224994,8.497449529,11.43269346,64.74590476,6.975997018
"AT1G22335",134.2914547,111.7855761,2.361680034,0.360102082,0.420699583,10.15934417,15.93331188,2.277419805
"AT1G22330",17.11637547,58.95172906,2.078557696,2.054643029,2.02338331,1.819402415,11.66526707,2.719635033
"AT3G29510",1.940151884,4.031006552,18.76142283,20.4176481,1.235872903,0.89625337,1.292580591,2.484081543
"AT1G29910",21435.58497,15612.71759,493.87033,398.3923142,182.8421727,173.4654511,3518.30308,2623.308049
"AT1G34040",431.1074145,345.8580452,29.98115628,30.75507186,33.71661177,35.4486172,75.91101192,34.02573795
"AT1G19250",1.152209422,3.112328966,56.05797345,41.65428872,2.901159644,18.56979965,1.755012612,2.104471118
"AT1G19200",100.7808851,66.1838335,8.462841571,9.992291436,24.7524262,25.85123933,65.64944079,8.030876768
"AT1G19150",169.3588926,303.0929354,9.970530748,3.830864055,4.28187426,7.60092737,94.16138858,53.51939133
"AT1G58290",1251.817096,1729.1522,43.8731892,7.738027153,23.12214856,4.998963838,293.994992,212.5050982
"AT1G58330",4.440937524,8.451678089,39.88346791,21.7922101,88.74800063,75.33316897,45.11486913,41.95660972
"AT1G19160",35.8903418,44.91533008,4.746209148,8.155134574,25.08970161,13.18127929,13.5066302,26.11273276
"AT1G19190",131.3019045,101.817548,12.7965264,8.794269059,52.59758309,38.05028663,29.64206819,21.67996606
"AT1G07160",4.883363309,3.110552952,56.27396994,49.60505133,17.29315515,13.15010978,3.586517121,7.17830146
"AT1G07000",7.319946197,45.80617841,128.0973206,101.0989712,160.3081098,121.7697605,100.0228017,86.69278909
"AT1G07120",15.73507368,2.694742646,1.432635993,1.024796535,2.047993038,1.629963896,1.035227421,1.613787362
"AT1G06990",6.983028411,3.274638605,35.84402114,6.885828587,152.1938912,131.3762112,16.95405171,6.505529761
"AT1G07130",6.50325344,64.76077713,169.2207724,170.6267595,94.37384634,90.7964875,87.62374571,87.58104923
"AT1G06980",10.23019393,18.12251439,561.3503499,423.4472159,1146.733016,1284.316658,161.8818417,122.5413041
"AT1G20823",1234.942715,1077.806033,96.75087355,69.50608784,48.66656794,36.27645464,84.70692619,128.5490883
"AT1G13650",21.1439061,4.894212297,1.928716903,1.389373367,1.490078785,3.078034305,2.433622037,9.993199898
"AT1G13710",989.0879257,1104.686562,81.76551307,135.744497,56.62980309,73.92099199,260.8074795,111.6803082
"AT1G16980",76.72844008,66.23339826,27.47509112,4.350745476,10.99554822,24.54018758,14.937184,29.27272405
"AT1G16850",189.9650821,201.2885385,619.7919118,963.4724743,1230.574549,1044.327333,112.9838529,1140.431653
"AT1G18180",1849.258373,1941.097983,367.6595422,568.4707699,106.6045736,105.6813511,320.5151786,286.7107276
"AT1G13610",23.31926893,12.45680185,94.41456095,88.45722858,124.0877345,98.65369532,154.8926868,191.8843126
"AT1G48660",93.74728921,48.13860244,802.6272387,793.3843878,239.3944302,233.5768056,37.49680118,585.3870227
"AT1G48750",126.2608318,67.5602422,766.973001,372.1008547,777.7913699,645.6002562,1063.579651,1193.43576
"AT1G55120",99.17753905,80.30042569,14.92008194,1.863689049,40.4189113,46.47115532,148.0270281,100.6218575
"AT1G30120",14140.75971,15124.27423,952.6828957,1025.439408,1148.787475,1064.036252,2107.037905,1703.277379
"AT1G48800",43.51858373,25.56875284,14.42523517,2.700721073,1.98282403,2.257096145,4.234630534,23.62134117
"AT1G51800",1.553851211,1.829736722,42.94735992,19.39204467,13.21182549,22.2657646,2.224801263,4.178494024
"AT1G51640",132.231578,62.41530449,20.47673377,4.518224784,8.676538017,5.161254483,28.08653361,52.00826909
"AT1G30100",5.394657668,0.923253504,270.289103,264.6813924,55.6633035,64.07405708,6.622977365,32.46798524
"AT1G50900",3649.054999,3144.762863,427.5190468,275.9337004,128.2952871,129.7233935,774.0100454,811.2017817
"AT1G56320",1496.703447,306.8271429,194.0205042,113.2974384,234.4303224,200.8368528,437.9920393,595.6398693
"AT1G56200",810.4544861,559.444714,3190.082179,3013.816318,5401.128955,4773.913213,4262.453658,3957.034951
"AT1G58200",1274.243919,1031.336957,274.2968515,277.6096528,255.1636853,291.5980502,433.1028822,446.8164824
"AT3G12500",9.461583781,3.232208124,446.6264349,384.8842518,1002.941926,906.4244033,3879.210849,2681.737618
"AT3G11340",1.020977346,2.120452881,165.6859409,268.0998044,270.8974084,274.7032116,22.60182716,40.90302705
"AT3G11280",34.88376581,7.451765657,209.9357765,266.973743,136.0806639,124.7632894,2391.389631,2691.03009
"AT3G12440",10.25509463,21.14984666,3.081610723,4.58676927,2.985996018,23.57886654,6.475765145,22.93630138
"AT3G12160",23.53624159,22.23488845,0.945333014,5.329942231,4.589569492,3.750494062,1.792562153,1.235571927
"AT3G12090",9.617013891,3.907978981,35.19148574,30.7192621,73.12966129,84.8356034,1690.399006,1569.117397
"AT3G12203",7961.819396,5598.82586,886.338349,1642.704786,236.8504795,215.7981801,8.980504882,1660.229501
"AT1G69480",13.5928553,29.53447376,155.5941822,191.6162866,144.2028924,143.7679558,65.61433235,87.90431831
"AT1G30380",29084.30336,22889.26306,986.2858134,1028.029754,186.5107381,229.2419105,6791.559442,6052.815145
"AT1G35910",6.498161753,1.141271523,678.6902686,751.8000424,464.7721099,318.0101924,187.3800778,71.42131685
"AT1G76870",66.10987225,74.35380458,8.136356772,8.106175584,19.76743232,28.11376288,51.58578308,33.08635597
"AT1G76890",1.24401942,1.806346199,8.872871292,22.44877484,23.59878421,7.105296902,127.2396136,59.43699561
"AT1G72030",2744.702128,2375.747033,260.3533871,220.7474119,94.72714015,118.6716218,336.1814551,510.5023243
"AT1G72100",693.9275886,471.3590562,2853.825882,2609.0593,2781.37177,2413.817132,27.79411865,864.0353841
"AT1G54923",5.33079558,10.00295198,64.85589194,19.47451303,19.08474888,15.96284039,11.28764969,48.94266971
"AT1G54870",172.4089764,162.2220825,13758.45976,11207.86149,3002.80497,3037.879126,18.28450194,9394.986659
"AT1G66460",305.3234761,130.0827984,1.165920512,10.03121643,0.553996906,2.759860665,5.349857605,2.443570033
"AT1G66770",41.89855558,62.40181639,625.8045555,361.8054782,76.7756008,76.80622189,35.19891702,115.7889321
"AT1G66830",2.34814995,1.766875488,231.0649925,247.5788529,54.7765575,27.41634182,79.40720752,65.3829589
"AT1G66850",172.5619083,239.5735204,49.36063356,17.98967331,5.048352449,18.09139446,17.60564398,19.98789449
"AT1G66540",28.43773777,2.696212292,76.76142441,82.50478546,105.1674051,72.68115814,116.1679901,116.0627178
"AT3G06220",15.96660034,73.57855262,2.022018333,1.891486626,5.29881551,23.62100813,3.204232972,30.91843723
"AT3G06130",317.3691086,541.4459641,64.37096795,83.07724311,247.5714098,271.4608434,681.2048118,267.0188621
"AT3G06160",67.07252655,119.6601195,4.802424039,1.355600397,1.388659977,3.312368036,2.344399636,4.786149603
"AT1G33500",1.154720822,3.043290124,15.58411411,14.79671714,1.936625147,3.29887447,15.02776853,6.883211265
"AT1G33560",480.4441757,373.3377094,1894.795246,1560.613535,905.5944999,1108.415233,1106.342489,941.3374999
"AT3G11080",3.833416355,6.608601564,24.57663289,44.37090858,2.533547147,9.751294017,8.254372649,3.746388343
"AT3G11180",1273.250812,1323.439708,32.45670714,12.83572159,5.169542501,12.51393916,1.463381696,19.54310783
"AT3G10930",25.23129612,7.527417276,1474.415925,1304.98529,368.7674793,352.7522408,165.1269655,139.2468785
"AT3G11160",13.92759139,32.40153167,2.708149205,4.357412124,3.908504476,17.00875334,1.312644645,21.21023546
"AT1G33440",42.5573029,20.91800277,4.385455585,7.278597324,32.12449075,29.45381773,88.18421302,112.0450531
"AT1G75290",2.092972239,1.636755061,66.77773521,99.29328379,26.6713668,16.16939831,28.04078694,3.594137692
"AT1G75240",1615.946599,3138.201358,463.0884551,424.9443646,149.3568417,130.3644238,731.5419387,512.8471857
"AT1G75280",1189.960827,537.034272,5859.943796,4975.819199,1035.029983,951.9104485,1852.000057,2887.029996
"AT1G36180",75.85843764,100.2583731,562.0876919,974.3248318,583.9671648,557.224538,206.3128813,111.2350242
"AT1G32540",533.7608715,1146.173198,26.82780133,34.57027023,25.31053777,8.740056402,41.64293681,77.40064742
"AT1G42570",0.922442553,10.58415398,1.071986682,0.598178819,14.160737,14.88491761,4.595377686,10.40868718
"AT1G42697",14.10078646,7.060732118,0.949731121,2.586081665,8.377975907,14.29158337,2.246449608,12.27916231
"AT1G42690",0.774852746,1.310245902,9.76636301,20.88171313,3.978610636,10.66856066,12.42527382,4.286896599
"AT1G75160",3.987283151,4.388807892,18.81592461,17.37324436,26.67549429,16.56164824,2.568166111,6.215908876
"AT1G75300",3.892912732,3.962833886,34.53205979,27.78258954,5.926930005,11.90236158,2.898869015,3.711136729
"AT1G66130",984.7934135,1019.220316,67.59926035,56.53003173,17.98787342,4.17155748,152.722823,177.4024196
"AT1G66160",19.44016508,2.669739689,324.2601116,110.7844299,115.7764678,84.53194734,70.96770595,34.35066272
"AT1G66140",38.54997257,33.94556703,125.9326415,208.1393426,247.2662872,376.1872874,1472.360212,964.8865726
"AT1G33280",27.15009041,22.15972666,147.2101005,57.02247839,169.7849925,168.20546,10.94341918,29.78136069
"AT3G14820",1.438190417,0.893845454,16.93736423,24.43243186,13.26830582,8.505167217,1.648461188,23.61985205
"AT3G31350",3.297740923,2.582199247,21.30322946,27.67485409,12.16725958,31.77527009,13.62257559,19.92574968
"AT3G31410",9.52381331,0.617893197,1.399286577,0.785974755,12.89273355,20.00886575,0.587156865,2.172130158
"AT3G31340",0.730248444,5.93986901,0.864890045,0.503254299,0.775147662,0.551159223,6.099836604,2.138462765
"AT3G19516",8.94262726,25.65875093,1.795542337,3.250288498,19.21965225,26.10142608,15.65531574,1.684593295
