,z1_counts,z2_counts,o1_counts,o2_counts,g1_counts,g2_counts,h1_counts,h2_counts,t1_counts,t2_counts,b1_counts,b2_counts,m1_counts,m2_counts
AT2G18770,73.6956405,57.50656828,229.820458,274.758314,171.1036813,108.1748429,214.3872571,145.125047,249.271782,303.2139116,335.9811042,334.7538552,217.4636108,142.8278995
AT2G18780,158.0577553,308.1762249,317.2605649,319.8006606,378.402372,276.1640106,286.856189,234.2018,278.7908088,250.6222053,149.4497888,34.80114337,736.8730986,473.4842695
AT2G18810,0,0,0,0,0,0,3.019538832,0,0,0,0,0,1.564486409,0
AT2G18830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18840,129.9370503,187.2649788,545.5334104,457.1798176,312.5932638,220.1676214,208.3481794,227.1957632,455.9049697,438.9134995,907.935559,664.5361186,633.6169956,1045.774141
AT2G18850,68.84724309,58.98109567,290.1773459,265.7498447,200.7177799,103.084262,230.9947206,227.1957632,327.9891869,282.4369412,232.6023029,205.4924656,104.8205894,77.28358944
AT2G18860,8.727115322,7.372636959,122.2613884,157.648213,102.0041177,109.4474881,188.721177,126.1086615,32.79891869,77.91363896,51.68940064,43.08712988,70.4018884,102.7186948
AT2G18876,81.45307634,67.82826003,167.1421513,234.2202021,309.3028084,300.3442696,291.3854973,413.3561683,196.7935121,242.1815611,47.19467015,19.88636764,0,2.934819852
AT2G18890,5.818076881,2.949054784,8.511868814,15.7648213,118.4563947,129.8098114,406.1279729,268.2311213,331.2690787,718.1040391,40.45257441,31.48674876,0,5.869639704
AT2G18900,146.4216015,210.857417,1093.38824,914.3596352,661.3815372,992.663264,1328.597086,1169.007275,737.9756704,898.6039694,228.1075724,878.3145707,347.3159828,636.8559079
AT2G18910,416.9621765,309.6507523,595.830817,560.7772147,921.3275145,729.2257055,845.4708729,913.7873649,633.0191306,794.7191174,214.6233809,200.5208737,39.11216022,55.76157719
AT2G18920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18938,4.848397401,5.898109567,0.773806256,0,6.580910818,1.27264521,15.09769416,3.002587179,0,8.440644221,6.742095736,14.91477573,6.257945635,0.978273284
AT2G18940,294.782562,284.5837866,398.5102218,231.9680848,171.1036813,195.9873624,303.4636526,370.3190854,367.3478893,445.4063027,152.8208367,159.0909411,696.1964519,543.9199459
AT2G18969,5.818076881,1.474527392,0,2.252117328,0,0,0,0,0,0,0,0,0,0
AT2G18970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18980,9.696794802,4.423582176,15.47612512,11.26058664,0,0,0,2.001724786,0,0,2.247365245,0,0,0
AT2G19000,8.727115322,11.79621913,12.38090009,18.01693862,0,0,0,5.004311965,0,0,0,0,0,1.956546568
AT2G19010,2.909038441,0,0,0,0,2.545290421,4.529308248,0,0,0,0,9.943183819,6.257945635,0
AT2G19050,2.909038441,2.949054784,37.91650654,24.77329061,0,0,0,6.005174358,0,0,0,0,1.564486409,0
AT2G19060,0,0,5.416643791,0,0,0,0,0,0,0,0,0,0,0
AT2G19080,572.1108933,294.9054784,539.3429603,517.9869855,526.4728654,320.706593,280.8171114,307.2647547,314.8696194,592.7929365,295.5285297,352.9830256,1107.656377,585.0074239
AT2G19090,8.727115322,42.76129436,69.64256303,72.0677545,398.1451045,155.2627157,300.4441138,307.2647547,872.451237,492.1544861,117.9866754,19.88636764,0,0.978273284
AT2G19120,3.878717921,10.32169174,87.44010691,99.09316244,29.61409868,38.17935631,114.7424756,44.0379453,111.5163235,42.20322111,35.95784392,29.82955146,9.386918453,4.89136642
AT2G19130,0,1.474527392,1.547612512,0,6.580910818,0,13.58792474,18.01552308,0,2.597121299,0,0,1.564486409,0.978273284
AT2G19146,1.93935896,0,0,0,0,0,0,2.001724786,0,0,0,0,3.128972818,9.782732841
AT2G19150,9.696794802,4.423582176,28.63083147,29.27752527,3.290455409,8.908516472,0,0,0,1.947840974,0,0,1.564486409,4.89136642
AT2G19160,117.3312171,132.7074653,113.7495196,204.9426769,75.6804744,128.5371662,172.1137134,183.1578179,298.47016,276.5934183,126.9761364,86.17425977,17.2093505,45.97884435
AT2G19180,168.7242296,141.5546296,83.57107563,117.1101011,105.2945731,95.44839077,66.4298543,162.1397077,282.0707007,362.9477015,183.1602675,86.17425977,104.8205894,176.0891911
AT2G19210,5.818076881,5.898109567,3.095225023,4.504234656,6.580910818,0,0,2.001724786,6.559783737,2.597121299,0,0,0,3.913093136
AT2G19220,56.24140985,60.45562307,29.40463772,9.008469312,16.45227704,26.72554942,0,0,0,0,0,0,4.693459227,0
AT2G19230,0,0,0,0,0,5.090580841,0,0,0,0,0,0,0,0
AT2G19240,4.848397401,7.372636959,20.89276891,20.26905595,13.16182164,5.090580841,34.72469657,14.0120735,13.11956747,30.51617526,24.7210177,8.285986516,14.08037768,13.69582598
AT2G19260,1.93935896,11.79621913,51.84501914,105.8495144,55.93774195,29.27083984,122.2913227,112.096588,144.3152422,188.2912942,161.8102977,111.0322193,45.37010586,49.89193749
AT2G19270,637.0794185,1008.576736,1081.007339,2189.058043,839.0661293,663.0481545,2217.851272,973.8391085,675.6577249,811.6004059,398.907331,341.3826445,208.0766924,290.5471654
AT2G19280,4.848397401,5.898109567,92.08294445,63.05928519,72.390019,34.36142068,43.78331306,69.05950512,111.5163235,137.6474288,92.14197505,64.63069482,73.53086122,50.87021077
AT2G19290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19310,77.57435842,100.2678626,18.57135014,22.52117328,9.871366227,0,0,2.001724786,13.11956747,15.58272779,22.47365245,23.20076224,3360.516806,2202.093162
AT2G19320,1.93935896,1.474527392,0,0,0,2.545290421,0,0,0,0.649280325,512.3992759,371.2121959,2354.552045,1958.503115
AT2G19340,274.4192929,240.3479649,496.00981,549.5166281,723.90019,472.151373,442.3624389,751.6476572,737.9756704,490.2066452,353.9600261,304.9243038,436.4917081,508.7021077
AT2G19350,191.0268576,241.8224923,292.4987647,281.514666,513.3110438,594.3253132,268.738956,304.2621675,409.9864836,371.3883457,525.8834674,722.5380242,1149.89751,2192.31043
AT2G19360,0,0,1.547612512,4.504234656,0,0,0,2.001724786,0,0,0,3.314394606,3.128972818,0
AT2G19380,0,0,60.35688796,132.8749224,105.2945731,30.54348505,30.19538832,36.03104615,72.15762111,70.77155539,37.08152655,8.285986516,1.564486409,4.89136642
AT2G19385,17.45423064,10.32169174,136.189901,141.8833917,62.51865277,66.17755093,212.8774876,209.1802402,531.3424827,336.9764885,65.17359211,66.28789213,70.4018884,38.15265808
AT2G19390,10.66647428,8.847164351,34.04747526,36.03387725,16.45227704,11.45380689,55.86146839,38.03277094,118.0761073,199.3290597,112.3682623,77.88827325,9.386918453,19.56546568
AT2G19400,1.93935896,0,25.53560644,42.79022923,0,19.08967815,45.29308248,45.03880769,55.75816176,53.24098663,44.9473049,38.11553797,3.128972818,6.847912988
AT2G19410,0,0,0,0,0,0,6.039077664,8.006899145,3.279891869,0,2.247365245,0,3.128972818,6.847912988
AT2G19420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19440,2.909038441,5.898109567,58.03546919,69.81563717,92.13275145,58.54167967,63.41031547,67.05778034,72.15762111,109.7283749,19.10260458,8.285986516,3.128972818,0.978273284
AT2G19460,0.96967948,4.423582176,0,0,0,10.18116168,9.058616496,7.006036752,49.19837803,72.07011604,24.7210177,31.48674876,0,4.89136642
AT2G19490,9.696794802,23.59243827,365.2365528,412.137471,332.3359963,243.0752352,510.3020626,477.4113615,449.345186,299.3182297,50.56571802,94.46024628,40.67664663,34.23956494
AT2G19530,31.99942285,42.76129436,147.0231886,186.9257382,177.6845921,217.622331,99.64478145,86.0741658,29.51902682,107.7805339,56.18413113,33.14394606,40.67664663,39.13093136
AT2G19540,301.5703183,340.6158275,1848.623145,1459.372029,1339.215351,1047.387008,1897.780156,2328.005926,2732.149926,2427.009854,1013.561726,2127.841337,1214.041453,1428.278995
AT2G19550,2.909038441,0,9.28567507,15.7648213,0,2.545290421,10.56838591,13.01121111,39.35870242,16.23200812,4.49473049,0,9.386918453,2.934819852
AT2G19610,9.696794802,7.372636959,10.83328758,4.504234656,13.16182164,22.90761378,13.58792474,13.01121111,0,17.53056877,5.618413113,4.97159191,0,2.934819852
AT2G19630,1.93935896,0,0,0,0,0,0,0,0,0,0,0,10.95140486,3.913093136
AT2G19650,0,0,0,0,0,0,0,2.001724786,13.11956747,24.67265234,47.19467015,0,3.128972818,0
AT2G19660,0,0,1.547612512,0,0,0,0,0,124.635891,72.07011604,68.54463998,36.45834067,3.128972818,3.913093136
AT2G19680,290.9038441,474.7978202,581.9023044,526.9954548,868.6802279,688.5010587,253.6412619,268.2311213,580.5408607,851.855786,405.6494268,283.3807388,161.1421001,162.3933652
AT2G19700,0.96967948,0,2.321418768,4.504234656,0,0,0,0,0,0,0,0,3.128972818,0
AT2G19710,77.57435842,97.31880786,96.72578198,114.8579837,42.77592032,69.99548656,135.8792474,110.0948632,101.6766479,217.5089088,126.9761364,250.2367928,26.59626895,36.19611151
AT2G19730,1804.573513,1380.157639,1806.837607,1767.912103,5896.496093,6089.607331,3762.345385,5732.939788,6454.827197,8993.831058,4881.277313,2643.229699,458.3945178,408.9182327
AT2G19740,1409.913964,1235.653954,3848.912317,2267.882149,5863.591539,4788.963926,2954.618747,4528.902329,2250.005822,2054.972228,1521.466271,1637.310936,1342.329339,899.0331481
AT2G19750,300.6006389,376.0044849,1125.888102,1076.512083,3448.397269,6607.573932,2276.732279,3892.353847,2499.277604,7395.302898,3049.674638,4461.17514,1328.248961,1550.563155
AT2G19780,120.2402555,129.7584105,63.45211298,51.79869855,115.1659393,411.0644029,258.1705701,166.1431573,193.5136202,356.4548983,213.4996983,139.2045735,0,9.782732841
AT2G19790,2233.171843,3193.826331,1361.89901,1610.26389,3023.928521,3159.978057,436.3233612,358.3087367,777.3343728,987.5553739,1082.106366,835.2274408,4364.917081,2445.68321
AT2G19802,33.93878181,30.96507523,10.05948133,0,0,44.54258236,252.1314925,148.1276342,6.559783737,11.68704584,0,0,0,0
AT2G19810,734.0473665,788.8721546,198.8682078,204.9426769,618.6056169,1928.057494,2877.620507,1558.342746,1721.943231,1630.992176,2583.346349,2036.695486,120.4654535,321.8519105
AT2G19850,0,0,3.095225023,2.252117328,0,0,3.019538832,0,0,0,1.123682623,14.91477573,0,0.978273284
AT2G19870,280.2373698,352.4120467,1303.089735,1171.101011,888.4229604,689.773704,2136.323724,1663.433297,1403.79372,1284.925763,287.6627514,172.3485195,1470.617224,1396.97425
AT2G19880,322.9032669,358.3101562,695.651824,477.4488736,230.3318786,559.9638925,688.4548537,945.8149615,767.4946972,851.855786,213.4996983,167.3769276,4.693459227,14.67409926
AT2G19890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19910,0.96967948,1.474527392,11.60709384,6.756351984,13.16182164,8.908516472,163.0550969,201.173341,62.3179455,92.84708643,16.85523934,14.91477573,15.64486409,14.67409926
AT2G19920,0,0,1.547612512,4.504234656,0,2.545290421,16.60746358,27.02328461,49.19837803,29.86689494,4.49473049,0,4.693459227,1.956546568
AT2G19930,95.02858906,110.5895544,194.9991765,198.1863249,207.2986908,193.442072,413.67682,462.3984256,134.4755666,107.1312536,98.88407079,147.49056,4903.100405,3909.180043
AT2G19940,187.1481397,107.6404996,294.0463772,313.0443086,236.9127894,272.346075,708.0818561,466.4018752,934.7691825,963.5320019,505.6571802,362.9262094,48.49907867,68.47912988
AT2G19960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19970,113.4524992,66.35373263,111.4281008,119.3622184,49.35683113,19.08967815,83.03731788,59.05088119,0,1.298560649,0,1.657197303,0,0
AT2G19980,0,0,5.416643791,18.01693862,0,0,0,0,3.279891869,0,0,0,0,0
AT2G20010,138.6641657,67.82826003,147.0231886,229.7159675,102.0041177,94.17574556,588.8100722,186.1604051,193.5136202,184.3956122,187.654998,197.2064791,54.75702431,31.30474509
AT2G20030,0.96967948,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20050,17.45423064,41.28676697,157.8564762,225.2117328,111.8754839,131.0824567,588.8100722,544.4691418,774.054481,872.6327564,575.3255028,412.6421285,15.64486409,31.30474509
AT2G20060,196.8449345,235.9243827,1239.637622,1580.986364,1648.51816,869.2166786,2389.964985,2593.23446,1489.070908,1475.164898,524.7597847,725.8524188,1500.342466,1025.230402
AT2G20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20080,47.51429453,41.28676697,4.642837535,4.504234656,0,5.090580841,0,6.005174358,0,0,0,0,0,0
AT2G20100,19.3935896,16.21980131,31.72605649,29.27752527,13.16182164,33.08877547,81.52754846,63.05433076,59.03805363,126.6096633,110.120897,51.3731164,21.90280972,15.65237255
AT2G20110,8.727115322,0,9.28567507,6.756351984,6.580910818,11.45380689,37.7442354,77.06640427,101.6766479,159.0736796,19.10260458,18.22917033,3.128972818,3.913093136
AT2G20140,181.3300628,202.0102527,1560.767218,1168.848893,809.4520306,1057.56817,1973.268627,1650.422086,1685.86442,2036.792379,955.1302292,707.6232485,314.4617682,329.6780967
AT2G20142,3.878717921,5.898109567,12.38090009,4.504234656,0,2.545290421,3.019538832,7.006036752,0,7.142083572,0,0,3.128972818,1.956546568
AT2G20150,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956546568
AT2G20170,0,0,0,0,6.580910818,2.545290421,24.15631065,24.02069743,0,0,0,0,0,5.869639704
AT2G20210,2.909038441,5.898109567,34.82128151,42.79022923,6.580910818,2.545290421,72.46893196,83.07157863,173.834269,167.5143238,62.92622686,49.7159191,17.2093505,18.5871924
AT2G20230,265.6921776,293.430951,1247.375684,1256.681469,858.8088617,310.5254313,523.8899873,613.528647,1931.856311,1225.841253,2268.715215,1571.023043,1717.806077,1728.608893
AT2G20240,1252.825888,1704.553665,925.472282,1072.007848,325.7550855,367.7944658,582.7709946,346.298388,154.1549178,146.0880731,110.120897,59.65910291,15.64486409,9.782732841
AT2G20250,0,4.423582176,1.547612512,0,9.871366227,3.817935631,48.31262131,49.04225726,62.3179455,90.24996513,7.865778358,0,15.64486409,19.56546568
AT2G20270,100.8466659,134.1819927,109.8804883,171.1609169,184.2655029,328.3424642,220.4263347,347.2992504,642.8588062,784.9799126,187.654998,106.0606274,54.75702431,89.02286885
AT2G20280,273.4496134,317.0233892,1098.804883,2038.166182,908.1656929,445.4258236,549.5560674,518.4467196,1341.475774,1207.661404,970.8617859,578.3618588,639.8749412,448.0491641
AT2G20320,3.878717921,11.79621913,37.14270028,63.05928519,13.16182164,24.18025899,150.9769416,178.153506,131.1956747,132.4531862,120.2340406,112.6894166,57.88599713,61.6312169
AT2G20330,61.08980725,84.04806134,288.6297334,416.6417057,263.2364327,237.9846543,551.0658368,706.6088495,783.8941566,759.0086996,402.2783789,445.7860746,447.4431129,525.3327535
AT2G20340,64.96852517,69.30278742,45.6545691,54.05081587,39.48546491,64.90490572,72.46893196,57.04915641,62.3179455,91.54852578,41.57625704,51.3731164,0,0
AT2G20350,0,0,0,0,0,0,0,0,0,0.649280325,0,0,0,0.978273284
AT2G20360,526.5359578,631.0977237,3239.152987,2398.504954,3027.218976,2830.362948,3966.164256,4886.210203,6759.857141,4814.413608,2762.011886,1821.259836,470.9104091,871.6414961
AT2G20362,0,0,42.55934407,13.51270397,0,0,0,0,0,2.597121299,0,3.314394606,1.564486409,0
AT2G20380,0,0,1.547612512,0,0,0,0,0,0,0,0,0,0,0
AT2G20390,197.814614,157.7744309,163.27312,263.4977274,388.2737383,390.7020795,237.0337983,220.1897265,285.3505926,306.4603133,174.1708065,238.6364117,29.72524177,92.93596199
AT2G20400,63.99884569,103.2169174,347.4390089,252.2371407,69.09956359,170.5344582,126.8206309,163.1405701,157.4348097,253.868607,195.5207763,369.5549986,669.600183,349.2435624
AT2G20410,31.99942285,28.01602045,64.99972549,92.33681045,55.93774195,47.08787278,117.7620144,74.06381709,124.635891,103.884852,130.3471842,69.60228673,81.35329326,71.41394974
AT2G20420,2194.384664,3058.169811,11541.32031,10348.47912,5603.645561,6005.612747,4761.812738,6576.666785,4339.296942,3535.980648,1819.242166,1436.790062,1534.761167,1446.866187
AT2G20440,51.39301245,22.11791088,30.95225023,42.79022923,13.16182164,22.90761378,90.58616496,76.06554187,108.2364317,77.91363896,69.6683226,59.65910291,1.564486409,2.934819852
AT2G20450,16803.57571,24142.43699,5414.322372,4029.0379,17179.46769,31034.7261,6523.713646,5616.83975,4273.699105,4327.453364,1369.769117,1163.352507,459.9590042,532.1806665
AT2G20453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20463,17.45423064,2.949054784,44.10695658,31.52964259,115.1659393,71.26813177,0,4.003449572,0,0,0,0,0,0
AT2G20465,7608.105202,6883.093865,136.9637073,522.4912201,1207.597135,5230.571814,1.509769416,6.005174358,0,0,0,0,0,3.913093136
AT2G20470,0,0,10.05948133,4.504234656,0,2.545290421,3.019538832,10.00862393,0,1.298560649,2.247365245,0,0,3.913093136
AT2G20480,18.42391012,7.372636959,4.642837535,9.008469312,23.03318786,15.27174252,12.07815533,12.01034872,26.23913495,33.76257688,4.49473049,28.17235415,0,3.913093136
AT2G20495,37.81749973,25.06696566,104.4638445,130.622805,55.93774195,47.08787278,31.70515773,47.04053247,65.59783737,78.56291929,80.90514883,67.94508943,292.5589585,295.4385318
AT2G20500,0,0,4.642837535,9.008469312,6.580910818,17.81703294,15.09769416,6.005174358,6.559783737,3.895681948,25.84470032,18.22917033,62.57945635,48.9136642
AT2G20515,24.24198701,25.06696566,12.38090009,6.756351984,227.0414232,94.17574556,92.09593437,115.0991752,1043.005614,688.2371442,437.1125402,94.46024628,34.41870099,47.93539092
AT2G20550,314.1761516,131.2329379,100.5948133,286.0189007,6.580910818,36.9067111,46.80285189,88.07589059,55.75816176,29.86689494,17.97892196,11.60038112,1.564486409,0
AT2G20560,5.818076881,4.423582176,40.2379253,60.80716786,6.580910818,19.08967815,19.62700241,23.01983504,29.51902682,42.85250143,37.08152655,14.91477573,657.0842917,593.8118834
AT2G20562,11.63615376,13.27074653,12.38090009,9.008469312,3.290455409,2.545290421,3.019538832,22.01897265,0,9.089924546,6.742095736,4.97159191,1.564486409,5.869639704
AT2G20590,1207.250953,791.8212094,86.66630066,128.3706877,220.4605124,465.788147,395.559587,495.4268846,649.41859,910.2910152,153.9445193,16.57197303,0,5.869639704
AT2G20595,37.81749973,42.76129436,19.3451564,40.53811191,0,0,0,0,0,0,0,0,0,0
AT2G20597,68.84724309,56.03204089,32.49986275,47.29446389,0,1.27264521,0,0,0,0,0,0,0,0
AT2G20605,9.696794802,5.898109567,20.11896265,13.51270397,0,1.27264521,0,0,0,0,0,0,0,0
AT2G20613,2.909038441,1.474527392,0.773806256,0,0,0,0,0,0,0,0,0,0,0
AT2G20616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20619,0,0,2.321418768,4.504234656,0,0,0,0,0,0,0,0,0,0
AT2G20620,0,4.423582176,4.642837535,13.51270397,13.16182164,2.545290421,0,0,9.839675606,1.298560649,0,0,0,0
AT2G20625,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956546568
AT2G20635,7.757435842,11.79621913,117.6185509,153.1439783,148.0704934,49.6331632,96.62524262,143.1233222,314.8696194,268.1527741,76.41041834,4.97159191,0,0.978273284
AT2G20650,18.42391012,16.21980131,64.22591924,76.57198916,6.580910818,31.81613026,205.3286406,137.1181479,95.11686419,167.5143238,219.1181114,106.0606274,15.64486409,11.73927941
AT2G20670,5385.599833,5346.636323,85.8924944,132.8749224,0,6.363226051,99.64478145,72.0620923,32.79891869,18.17984909,86.52356194,71.25948404,6.257945635,9.782732841
AT2G20680,70.78660205,76.67542438,218.2133642,204.9426769,39.48546491,39.45200152,98.13501204,152.1310837,137.7554585,149.983755,250.5812248,178.9773087,17.2093505,16.63064583
AT2G20690,2577.408058,1986.188397,2804.273871,2114.738171,1256.953966,838.6731936,1653.19751,1569.352232,1016.766479,1140.785531,559.593946,536.9319262,624.2300771,568.376778
AT2G20710,567.2624959,1179.621913,1607.195593,2862.441124,737.0620116,371.6124014,324.6004244,279.2406077,311.5897275,213.6132268,126.9761364,74.57387864,34.41870099,20.54373897
AT2G20720,197.814614,271.3130401,357.4984902,477.4488736,174.3941367,119.6286498,63.41031547,65.05605555,32.79891869,38.30753916,11.23682623,18.22917033,3.128972818,1.956546568
AT2G20725,248.2379469,340.6158275,401.6054468,398.6247671,200.7177799,248.165816,339.6981186,276.2380205,531.3424827,414.2408472,228.1075724,91.14585167,944.9497909,634.8993614
AT2G20740,42.66589713,73.72636959,393.8673842,526.9954548,78.97092981,49.6331632,200.7993323,258.2224974,311.5897275,277.2426986,765.227866,591.6194372,474.0393819,225.9811286
AT2G20760,4956.031823,3755.621267,3718.912866,2380.488016,1720.908179,3168.886574,4182.061282,2294.977467,1259.478478,1497.889709,1228.185106,1622.39616,1519.116303,1866.545426
AT2G20780,1114.161723,1331.498235,1458.624792,1623.776594,361.950095,188.3514911,211.3677182,426.3673795,334.5489706,149.983755,106.7498491,43.08712988,364.5253333,394.2441335
AT2G20784,0,0,0,0,0,0,1.509769416,0,0,0.649280325,0,0,0,0
AT2G20790,198.7842934,228.5517457,501.4264538,792.7452995,539.6346871,375.430337,655.2399265,488.4208478,728.1359948,642.1382411,370.8152655,313.2102903,434.9272217,394.2441335
AT2G20805,0,0,0,0,0,0,3.019538832,0,0,0,0,0,0,0
AT2G20815,0.96967948,0,39.46411905,31.52964259,6.580910818,2.545290421,12.07815533,32.02759658,26.23913495,33.11329656,78.65778358,11.60038112,18.77383691,19.56546568
AT2G20820,3147.579593,2952.003838,5497.893448,4402.889376,8094.520306,8991.23841,1686.412438,1811.560931,2604.234144,3272.372837,1627.092438,1484.848784,2640.853058,3174.496807
AT2G20830,543.9901884,580.9637924,1309.280185,1033.721854,582.4106074,384.3388535,460.4796719,384.3311589,1115.163235,818.0932091,884.338224,709.2804458,436.4917081,807.0754594
AT2G20835,807.743007,942.2230034,402.379253,189.1778556,2964.700323,5165.666908,182.6820993,289.2492316,590.3805363,1045.341323,306.765356,116.0038112,0,21.52201225
AT2G20840,240.4805111,527.8808063,1171.542671,1031.469736,562.6678749,538.3289239,407.6377423,258.2224974,265.6712414,347.3649737,359.5784392,212.1212548,56.32151072,72.39222302
AT2G20870,13.57551272,8.847164351,150.1184136,121.6143357,0,0,0,5.004311965,0,0,2.247365245,6.628789213,3.128972818,2.934819852
AT2G20880,1.93935896,0,6.190450047,4.504234656,0,2.545290421,0,4.003449572,0,0,0,0,0,0
AT2G20920,366.5388435,616.3524498,561.7833418,434.6586443,348.7882733,249.4384612,428.7745141,420.3622051,856.0517777,362.9477015,405.6494268,399.3845501,11437.96014,9661.426953
AT2G20921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20930,30.06006389,20.64338349,181.0706639,155.3960956,240.2032448,123.4465854,122.2913227,162.1397077,793.7338322,664.2137722,452.8440969,508.7595721,25.03178254,43.0440245
AT2G20940,419.8712149,634.0467785,489.0455537,842.2918807,1737.360456,1449.542894,913.4104966,2152.855008,882.2909126,703.819872,223.6128419,972.774817,1074.802163,2845.796983
AT2G20950,205.5720498,165.1470679,142.3803511,121.6143357,42.77592032,43.26993715,45.29308248,44.0379453,108.2364317,36.35969818,22.47365245,13.25757843,46.93459227,67.5008566
AT2G20970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21010,0,0,0,0,0,0,3.019538832,6.005174358,6.559783737,0,4.49473049,0,0,7.826186273
AT2G21030,0,0,2.321418768,0,0,3.817935631,3.019538832,0,0,0.649280325,0,0,0,0
AT2G21040,1.93935896,1.474527392,1.547612512,2.252117328,6.580910818,0,0,0,6.559783737,3.246401624,2.247365245,0,0,0.978273284
AT2G21045,103.7557044,144.5036844,95.17816947,99.09316244,6.580910818,1.27264521,0,0,0,0.649280325,4.49473049,0,0,5.869639704
AT2G21080,5.818076881,11.79621913,3.869031279,4.504234656,6.580910818,5.090580841,43.78331306,37.03190854,22.95924308,20.77697039,55.06044851,39.77273528,59.45048354,97.82732841
AT2G21090,7.757435842,10.32169174,92.08294445,146.3876263,102.0041177,61.08697009,52.84192956,59.05088119,163.9945934,159.0736796,56.18413113,19.88636764,12.51589127,8.804459557
AT2G21100,2.909038441,13.27074653,4.642837535,9.008469312,0,0,0,0,0,0,0,0,4.693459227,0.978273284
AT2G21110,0.96967948,1.474527392,0.773806256,0,0,0,0,0,0,0,0,0,39.11216022,10.76100612
AT2G21120,1672.697103,926.0032021,747.4968432,619.3322652,227.0414232,520.511891,735.2577056,739.6373085,321.4294031,430.4728553,260.6943684,250.2367928,122.0299399,200.5460232
AT2G21130,3648.903884,4992.749749,2374.811399,2594.439162,4626.380305,5494.009373,1210.835072,1092.941733,810.1332915,1129.747765,114.6156275,99.43183819,2301.359507,1816.653489
AT2G21160,471.2642274,507.2374228,3733.615185,3450.243747,3790.604631,3259.244383,4357.194534,8596.407094,8422.762318,11238.39314,13642.63072,8905.778307,62.57945635,261.1989668
AT2G21180,6780.968605,4619.694319,1419.93448,1441.35509,148.0704934,117.0833593,33.21492715,77.06640427,16.39945934,18.17984909,16.85523934,4.97159191,1118.607782,1673.825589
AT2G21185,344.2362155,336.1922453,478.9860724,443.6671136,42.77592032,24.18025899,9.058616496,4.003449572,0,1.298560649,3.371047868,0,0,0.978273284
AT2G21190,202.6630114,215.2809992,738.2111681,776.9804782,855.5184063,619.7782174,913.4104966,991.8546315,1029.886047,810.9511256,503.4098149,445.7860746,575.7309985,496.9628283
AT2G21195,121.209935,106.1659722,70.41636928,119.3622184,365.2405504,292.7083984,202.3091017,129.1112487,170.5543772,276.5934183,186.5313153,193.8920845,1214.041453,965.5557314
AT2G21200,20.36326908,22.11791088,5.416643791,0,0,1.27264521,0,3.002587179,0,3.246401624,0,1.657197303,1.564486409,0.978273284
AT2G21210,15.51487168,16.21980131,0.773806256,0,6.580910818,0,6.039077664,0,0,1.298560649,0,0,0,0
AT2G21220,28.12070493,5.898109567,1.547612512,0,0,2.545290421,0,0,6.559783737,3.895681948,1.123682623,9.943183819,0,0
AT2G21230,83.3924353,72.2518422,78.15443184,157.648213,62.51865277,63.63226051,366.8739681,116.1000376,252.5516739,302.5646313,325.8679605,245.2652009,79.78880685,52.82675734
AT2G21235,0.96967948,0,6.190450047,0,0,0,6.039077664,0,0,0.649280325,1.123682623,0,1.564486409,4.89136642
AT2G21237,0,0,0,0,0,1.27264521,3.019538832,0,0,0,0,0,0,0.978273284
AT2G21250,159.9971142,228.5517457,426.367247,403.1290017,384.9832828,276.1640106,579.7514557,425.3665171,1810.500311,2874.363997,1773.171178,659.5645267,3.128972818,46.95711764
AT2G21260,240.4805111,190.2140335,168.6897638,238.7244368,36.1950095,11.45380689,28.6856189,15.0129359,314.8696194,375.2840277,620.2728077,422.5853123,1.564486409,4.89136642
AT2G21290,5413.720538,4961.784674,1940.70609,1346.766162,3912.351481,3890.476408,1213.85461,1129.973642,993.8072362,1084.947423,909.0592417,495.5019936,740.0020714,709.2481309
AT2G21300,292.843203,430.5619984,1689.992863,1907.543377,737.0620116,838.6731936,2651.155094,2436.099065,2082.731337,2385.455913,920.2960679,522.0171505,555.3926751,808.0537326
AT2G21320,347.1452539,224.1281636,473.5694286,646.3576732,233.622334,114.5380689,116.252245,146.1259094,282.0707007,246.0772431,144.9550583,94.46024628,136.1103176,110.5448811
