,z1_counts,z2_counts,o1_counts,o2_counts,g1_counts,g2_counts,h1_counts,h2_counts,t1_counts,t2_counts,b1_counts,b2_counts,m1_counts,m2_counts
AT2G21340,65.93820465,97.31880786,409.3435093,506.7263988,361.950095,185.8062007,555.5951451,590.5088119,731.4158867,510.9836155,243.8391291,130.918587,39.11216022,45.97884435
AT2G21350,6.787756361,1.474527392,8.511868814,20.26905595,26.32364327,2.545290421,9.058616496,9.007761538,39.35870242,35.06113753,7.865778358,21.54356494,4.693459227,2.934819852
AT2G21380,295.7522415,154.8253761,408.5697031,583.298388,49.35683113,76.35871262,321.5808856,258.2224974,373.907673,308.4081542,244.9628117,228.6932278,7.822432044,20.54373897
AT2G21385,160.9667937,120.9112461,139.2851261,200.4384422,128.3277609,181.9882651,475.577366,274.2362957,1085.644208,1210.258525,405.6494268,523.6743478,1331.377934,487.1800955
AT2G21390,444.1132019,390.7497588,1347.196691,1180.10948,654.8006264,799.221192,2048.757097,3121.689804,2305.763984,2649.713005,1630.463485,1292.613896,1132.68816,745.4442425
AT2G21420,0.96967948,0,11.60709384,27.02540794,6.580910818,0,9.058616496,0,0,0,0,0,0,2.934819852
AT2G21430,2997.279273,2519.967313,5942.832045,5292.475721,134.9086718,50.90580841,54.35169897,115.0991752,22.95924308,9.089924546,4.49473049,14.91477573,64.14394276,83.15322915
AT2G21440,988.1033903,858.1749421,2008.027234,1486.397437,1289.85852,786.4947399,542.0072203,1265.090065,629.7392388,1383.616372,509.028228,611.5058049,425.5403032,608.4859827
AT2G21465,31.99942285,23.59243827,76.60681933,148.6397437,2889.019849,411.0644029,0,0,0,0,0,0,0,0.978273284
AT2G21480,0,0,4.642837535,0,0,0,4.529308248,2.001724786,0,0,0,0,0,0
AT2G21500,66.90788413,56.03204089,116.8447446,121.6143357,46.06637572,71.26813177,261.190109,347.2992504,190.2337284,190.2391351,319.1258648,180.634506,430.2337624,365.8742082
AT2G21510,38.78717921,38.33771219,192.6777577,155.3960956,39.48546491,58.54167967,13.58792474,19.01638547,9.839675606,22.07553104,70.79200522,59.65910291,35.9831874,101.7404215
AT2G21520,106.6647428,110.5895544,348.2128151,605.8195613,259.9459773,357.6133041,3209.769778,1094.943458,987.2474524,1313.494097,1104.580018,1226.326004,45.37010586,84.13150243
AT2G21530,0,1.474527392,5.416643791,2.252117328,13.16182164,5.090580841,42.27354365,18.01552308,459.1848616,443.4584618,420.2573008,130.918587,0,6.847912988
AT2G21550,0,0,0,0,0,0,0,0,6.559783737,1.947840974,5.618413113,1.657197303,0,0
AT2G21560,124.1189735,196.1121431,73.51159431,157.648213,0,3.817935631,0,5.004311965,0,8.440644221,30.33943081,9.943183819,0,0
AT2G21580,4650.582787,7297.436062,7670.741414,7560.35787,27212.06623,34743.21424,4340.587071,5971.145037,7799.582863,11557.83906,6136.430802,5839.963296,2392.099719,3444.500233
AT2G21630,11.63615376,8.847164351,92.08294445,90.08469312,26.32364327,20.36232336,221.9361041,207.1785154,291.9103763,294.7732674,235.9733507,114.3466139,25.03178254,45.00057107
AT2G21640,237.5714727,224.1281636,27.85702521,47.29446389,32.90455409,41.99729194,24.15631065,63.05433076,49.19837803,46.09890305,10.1131436,36.45834067,18.77383691,28.36992524
AT2G21655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21680,0,0,0,0,0,0,1.509769416,0,0,0,0,0,0,0
AT2G21690,0,0,0,0,0,0,0,0,0,0,1.123682623,0,0,0
AT2G21720,0.96967948,0,0,0,0,5.090580841,0,0,0,3.895681948,15.73155672,112.6894166,7082.429973,3241.997663
AT2G21725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21727,0,0,0,0,0,0,0,0,0,0.649280325,0,0,0,0
AT2G21740,0,0,0,0,0,0,3.019538832,0,0,0,0,0,0,0
AT2G21750,0,0,0,0,0,0,1.509769416,0,0,0,0,0,0,0
AT2G21780,520.7178809,376.0044849,117.6185509,108.1016317,32.90455409,22.90761378,113.2327062,145.125047,6.559783737,18.82912942,26.96838294,114.3466139,887.0637938,1154.362475
AT2G21810,0,0,0,0,0,0,0,0,0,0,0,0,6.257945635,1.956546568
AT2G21820,203.6326908,150.401794,1.547612512,6.756351984,52.64728654,24.18025899,1.509769416,5.004311965,81.99729671,37.00897851,992.2117557,1285.985107,58184.81403,66765.19509
AT2G21830,150.3003194,135.6565201,469.7003973,283.7667833,6.580910818,3.817935631,80.01777904,73.06295469,81.99729671,94.79492741,538.2439762,132.5757843,68.83740199,41.08747793
AT2G21840,28.12070493,17.6943287,25.53560644,42.79022923,16.45227704,2.545290421,0,9.007761538,0,1.298560649,0,0,0,0
AT2G21850,1.93935896,5.898109567,23.21418768,31.52964259,6.580910818,3.817935631,4.529308248,2.001724786,39.35870242,24.67265234,35.95784392,3.314394606,1.564486409,0
AT2G21860,101.8163454,104.6914448,266.9631583,443.6671136,398.1451045,208.7138145,588.8100722,657.5665923,1079.084425,809.0032846,597.7991552,149.1477573,190.8673419,184.8936507
AT2G21920,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978273284
AT2G21930,14.5451922,16.21980131,98.27339449,110.3537491,36.1950095,73.81342219,49.82239073,36.03104615,6.559783737,5.843522922,13.48419147,4.97159191,179.915937,198.5894767
AT2G21960,4.848397401,25.06696566,85.8924944,78.82410648,62.51865277,44.54258236,111.7229368,328.2828649,603.5001038,747.9709341,602.2938857,656.2501321,64.14394276,136.9582598
AT2G21980,0,0,0,0,0,0,1.509769416,0,0,0,0,0,3.128972818,0
AT2G21990,52.36269193,30.96507523,43.33315033,49.54658122,6.580910818,2.545290421,6.039077664,15.0129359,0,1.298560649,1.123682623,0,6.257945635,3.913093136
AT2G22030,0,0,0,0,0,0,0,0,19.67935121,1.947840974,0,0,0,0
AT2G22040,243.3895495,215.2809992,259.2250957,283.7667833,69.09956359,58.54167967,19.62700241,32.02759658,0,0,0,0,0,0
AT2G22050,0,0,0.773806256,0,0,0,6.039077664,2.001724786,0,0,0,0,0,0
AT2G22060,5.818076881,10.32169174,143.1541573,171.1609169,32.90455409,52.17845362,0,6.005174358,0,4.544962273,0,8.285986516,1.564486409,0
AT2G22070,0,0,8.511868814,4.504234656,0,0,16.60746358,12.01034872,32.79891869,7.142083572,4.49473049,3.314394606,4.693459227,2.934819852
AT2G22080,735.9867255,958.4428047,709.5803366,1114.798077,1046.36482,482.3325347,253.6412619,303.2613051,649.41859,821.3396107,564.0886765,691.0512754,1530.067708,1062.404786
AT2G22088,2.909038441,7.372636959,0,2.252117328,0,12.7264521,27.17584949,32.02759658,3.279891869,11.03776552,17.97892196,0,0,6.847912988
AT2G22100,6677.212901,7875.4508,4666.825529,3718.245709,2257.252411,6011.975973,2023.091017,2410.076643,737.9756704,701.2227507,661.8490647,457.3864557,1530.067708,760.1183417
AT2G22120,278.2980108,334.717718,389.2245467,671.1309638,375.1119166,192.1694267,424.2452059,227.1957632,475.5843209,220.7553104,226.9838898,202.178071,53.1925379,61.6312169
AT2G22122,2598.741007,2696.9106,118.3923571,105.8495144,0,2.545290421,10.56838591,7.006036752,0,16.23200812,77.53410096,154.1193492,0,1.956546568
AT2G22125,1337.188003,1437.664207,489.81936,281.514666,154.6514042,1251.010242,774.5117104,535.4613803,846.2121021,1094.037347,1112.445796,1186.553269,326.9776594,290.5471654
AT2G22145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22155,26.18134597,30.96507523,2.321418768,6.756351984,0,7.635871262,0,0,0,0,0,0,0,0
AT2G22160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22170,1572.820117,1378.683111,454.9980784,427.9022923,52.64728654,25.45290421,43.78331306,36.03104615,560.8615095,294.7732674,604.541251,662.8789213,48.49907867,48.9136642
AT2G22180,5.818076881,5.898109567,16.24993137,18.01693862,0,0,0,0,0,1.947840974,0,0,1.564486409,0
AT2G22190,2821.767287,2104.150588,17.02373763,24.77329061,6.580910818,2.545290421,0,6.005174358,0,17.53056877,4.49473049,0,0,0
AT2G22200,0,0,10.83328758,18.01693862,0,3.817935631,0,2.001724786,0,7.142083572,0,0,1.564486409,2.934819852
AT2G22201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22230,1365.308708,1271.042612,2256.419042,1195.874301,1770.26501,1669.710516,2646.625786,4179.601354,6566.343521,6869.385835,3756.471007,2789.063061,50.06356508,111.5231544
AT2G22241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22260,46.54461505,84.04806134,146.2493824,159.9003303,98.71366227,62.3596153,123.8010921,254.2190478,183.6739446,233.0916366,233.7259855,227.0360305,45.37010586,101.7404215
AT2G22270,148.3609605,104.6914448,104.4638445,83.32834114,46.06637572,199.805298,113.2327062,142.1224598,259.1114576,438.2642192,639.3754123,558.4754912,32.85421459,48.9136642
AT2G22320,0.96967948,0,0,0,0,0,0,0,0,0,0,0,1.564486409,0
AT2G22340,4.848397401,7.372636959,21.66657516,29.27752527,0,0,22.64654124,4.003449572,6.559783737,0,0,0,6.257945635,1.956546568
AT2G22345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22360,80.48339686,92.89522569,133.8684823,189.1778556,105.2945731,109.4474881,314.0320385,307.2647547,416.5462673,408.3973242,175.2944891,87.83145707,79.78880685,71.41394974
AT2G22370,444.1132019,405.4950328,890.6510005,1042.730323,967.3938902,819.5835154,659.7692348,538.4639675,485.4239965,298.6689494,183.1602675,177.3201114,239.3664206,315.9822708
AT2G22400,296.7219209,260.9913484,393.8673842,671.1309638,582.4106074,524.3298266,1630.550969,1416.220286,1859.698689,1423.222472,411.2678399,649.6213428,147.0617224,226.9594019
AT2G22420,725.3202512,812.4645929,291.7249585,488.7094602,756.804744,702.5001561,359.325121,541.4665547,341.1087543,432.4206963,174.1708065,48.05872179,1.564486409,5.869639704
AT2G22425,2445.531649,4373.448244,905.3533194,824.2749421,1556.385408,1183.560046,237.0337983,413.3561683,829.8126427,918.7316595,405.6494268,275.0947523,632.0525092,739.5746028
AT2G22426,0,0,0,0,6.580910818,0,0,1.000862393,0,0,0,3.314394606,0,0.978273284
AT2G22440,0,0,0,0,0,0,0,0,0,3.895681948,0,0,0,0
AT2G22450,129.9370503,145.9782118,567.9737918,700.408489,279.6887098,313.0707217,427.2647447,347.2992504,944.6088581,1047.289164,630.3859513,555.1610966,2363.938964,1406.756982
AT2G22460,1.93935896,0,12.38090009,2.252117328,0,0,3.019538832,0,0,12.98560649,2.247365245,4.97159191,1.564486409,1.956546568
AT2G22510,4.848397401,0,0,0,0,27.99819463,6.039077664,2.001724786,0,0,12.36050885,38.11553797,3.128972818,0
AT2G22520,0,0,0,0,0,0,0,0,0,0,4.49473049,0,0,1.956546568
AT2G22530,7.757435842,5.898109567,75.83301307,63.05928519,36.1950095,57.26903446,288.3659584,246.2121487,259.1114576,225.3002727,204.5102373,185.606098,20.33832331,18.5871924
AT2G22560,1.93935896,0,9.28567507,20.26905595,13.16182164,0,13.58792474,3.002587179,6.559783737,16.88128844,19.10260458,3.314394606,6.257945635,3.913093136
AT2G22590,0,0,0,0,0,0,0,0,6.559783737,12.98560649,13.48419147,1.657197303,0,0
AT2G22600,1.93935896,1.474527392,158.6302825,126.1185704,39.48546491,12.7264521,76.99824021,76.06554187,249.271782,151.931596,30.33943081,23.20076224,1.564486409,6.847912988
AT2G22610,85.33179426,70.77731481,82.02346312,92.33681045,138.1991272,227.8034926,1740.764137,967.8339341,505.1033478,860.9457106,168.5523934,91.14585167,0,12.71755269
AT2G22620,860.1056989,417.2912519,924.6984758,2461.56424,121.7468501,66.17755093,202.3091017,162.1397077,72.15762111,91.54852578,323.6205953,86.17425977,0,1.956546568
AT2G22650,293.8128825,250.6696566,341.2485588,202.6905595,161.232315,90.35780993,375.9325846,551.4751786,354.2283218,349.962095,182.0365849,154.1193492,37.54767381,43.0440245
AT2G22660,12933.58491,10545.81991,11804.41443,15262.59913,3017.34761,1795.702392,7737.568257,5560.791456,9478.8875,5362.406202,12299.82999,5216.85711,541.3122975,330.65637
AT2G22680,1904.450499,1664.741425,51.07121289,65.31140252,52.64728654,142.5362635,513.3216014,377.3251222,272.2310251,301.915351,75.28673571,1.657197303,32.85421459,12.71755269
AT2G22690,2.909038441,7.372636959,50.29740663,40.53811191,26.32364327,21.63496857,48.31262131,92.07934016,173.834269,124.012542,147.2024236,84.51706246,297.2524177,335.5477364
AT2G22720,201.6933319,182.8413966,246.0703894,252.2371407,128.3277609,153.9900704,170.603944,198.1707538,403.4266998,673.3036967,529.2545152,477.2728233,51.62805149,260.2206936
AT2G22730,0.96967948,0,63.45211298,47.29446389,26.32364327,11.45380689,69.44939313,55.04743162,88.55708045,82.45860124,120.2340406,102.7462328,6.257945635,0.978273284
AT2G22750,0,0,0,0,0,0,0,4.003449572,0,0,0,9.943183819,0,0
AT2G22760,3.878717921,1.474527392,0,0,0,0,3.019538832,9.007761538,0,0,2.247365245,0,1.564486409,6.847912988
AT2G22790,26.18134597,41.28676697,83.57107563,141.8833917,69.09956359,26.72554942,10.56838591,15.0129359,26.23913495,13.63488682,7.865778358,1.657197303,15.64486409,2.934819852
AT2G22795,2740.314211,2179.351485,673.9852489,1274.698408,490.2778559,581.5988611,2048.757097,3798.272782,659.2582656,1551.130696,2933.935328,4858.902493,75.09534762,340.4391029
AT2G22802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22820,0,0,0,0,0,1.27264521,0,0,0,2.597121299,11.23682623,11.60038112,3.128972818,0.978273284
AT2G22880,0,0,0,0,0,0,0,0,0,0,0,0,6.257945635,2.934819852
AT2G22890,5.818076881,8.847164351,0.773806256,2.252117328,0,0,0,0,6.559783737,33.76257688,5.618413113,0,1.564486409,0.978273284
AT2G22900,191.0268576,337.6667727,68.86875677,101.3452798,39.48546491,21.63496857,362.3446598,167.1440196,1229.959451,1037.549959,984.3459774,555.1610966,18.77383691,21.52201225
AT2G22905,0,0,0,0,0,2.545290421,0,0,6.559783737,5.194242598,0,3.314394606,3.128972818,0
AT2G22930,1.93935896,1.474527392,109.8804883,132.8749224,0,0,0,3.002587179,0,0,0,0,0,0
AT2G22940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22942,0,0,5.416643791,0,3.290455409,2.545290421,0,0,0,0,0,0,0,0
AT2G22950,3.878717921,10.32169174,17.02373763,15.7648213,0,1.27264521,0,0,0,0,2.247365245,0,3.128972818,0
AT2G22960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23040,1.93935896,0,0,0,0,0,4.529308248,1.000862393,0,2.597121299,0,0,0,0.978273284
AT2G23060,12.60583324,4.423582176,17.79754388,13.51270397,13.16182164,1.27264521,51.33216014,67.05778034,59.03805363,39.60609981,1.123682623,4.97159191,0,0
AT2G23067,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23070,248.2379469,165.1470679,3553.318327,2743.078906,1553.094953,1392.27386,2566.608007,2113.821374,2719.030359,2992.533017,1302.34816,1163.352507,973.1105463,1151.427655
AT2G23080,23.27230752,26.54149305,490.5931662,551.7687454,266.5268881,218.8949762,409.1475117,323.278553,324.709295,470.7282354,377.5573612,477.2728233,111.078535,128.1538002
AT2G23090,976.4672366,1349.192564,1308.506379,990.9316244,2145.376927,2764.185397,960.2133485,936.8071999,2820.707007,4515.095378,4756.548541,4237.453504,10214.53176,9445.228558
AT2G23093,9.696794802,14.74527392,143.9279636,243.2286714,102.0041177,61.08697009,61.90054605,69.05950512,200.073404,120.1168601,77.53410096,99.43183819,18.77383691,36.19611151
AT2G23096,0,0,0,0,0,0,0,0,0,0,0,3.314394606,0,0
AT2G23100,22.30262804,17.6943287,33.273669,69.81563717,0,0,9.058616496,16.01379829,0,7.142083572,10.1131436,13.25757843,7.822432044,10.76100612
AT2G23110,60.12012777,91.42069829,5.416643791,0,3.290455409,38.17935631,3.019538832,12.01034872,0,6.492803247,13.48419147,33.14394606,10899.77681,27430.78289
AT2G23118,0,0,0,0,0,0,1.509769416,3.002587179,3.279891869,0,0,0,0,2.934819852
AT2G23120,446.0525609,499.8647858,299.463021,382.8599458,269.8173435,178.1703294,137.3890169,111.0957256,721.5762111,516.1778581,2103.533869,1842.803401,4976.631267,8433.693982
AT2G23140,808.7126865,393.6988136,772.2586433,565.2814494,161.232315,183.2609103,523.8899873,829.7149239,275.510917,218.1581891,165.1813455,122.6326004,539.747811,732.7266898
AT2G23142,8.727115322,2.949054784,0,0,0,0,0,0,0,0,0,4.97159191,0,0
AT2G23148,102.7860249,58.98109567,27.08321896,45.04234656,6.580910818,11.45380689,6.039077664,0,0,0,0,0,0,0
AT2G23149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23200,7.757435842,11.79621913,23.98799393,20.26905595,13.16182164,5.090580841,19.62700241,35.03018376,88.55708045,92.84708643,47.19467015,36.45834067,107.9495622,56.73985048
AT2G23210,0,0,0.773806256,9.008469312,6.580910818,0,0,6.005174358,0,0,0,1.657197303,1.564486409,1.956546568
AT2G23230,0.96967948,0,0,0,0,0,0,0,6.559783737,1.947840974,1000.077534,125.946995,12.51589127,4.89136642
AT2G23240,0.96967948,8.847164351,0,0,0,0,0,1.000862393,52.4782699,25.32193266,202.2628721,44.74432719,62543.47317,22816.2678
AT2G23270,0,0,0,0,0,0,0,0,0,0,0,9.943183819,0,0
AT2G23300,9.696794802,8.847164351,67.32114426,72.0677545,105.2945731,38.17935631,101.1545509,119.1026248,180.3940528,163.6186418,174.1708065,51.3731164,9.386918453,9.782732841
AT2G23321,0,2.949054784,0,0,0,0,0,0,0,0,0,0,4.693459227,1.956546568
AT2G23348,1.93935896,0,1.547612512,4.504234656,6.580910818,8.908516472,10.56838591,28.02414701,6.559783737,11.03776552,2.247365245,19.88636764,73.53086122,79.24013601
AT2G23360,6.787756361,8.847164351,25.53560644,22.52117328,23.03318786,25.45290421,80.01777904,109.0940008,318.1495112,481.1167206,1189.979897,445.7860746,3.128972818,7.826186273
AT2G23370,66.90788413,101.74239,560.2357292,713.921193,536.3442317,332.1603999,389.5205093,383.3302966,262.3913495,275.944138,174.1708065,193.8920845,362.9608469,315.9822708
AT2G23390,20.36326908,25.06696566,213.5705266,272.5061967,148.0704934,103.084262,495.2043684,502.4329213,636.2990225,596.0393381,296.6522124,172.3485195,478.7328411,220.1114889
AT2G23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23450,3.878717921,5.898109567,54.16643791,45.04234656,55.93774195,24.18025899,144.9378639,161.1388453,167.2744853,188.2912942,232.6023029,122.6326004,159.5776137,134.0234399
AT2G23520,84.36211478,70.77731481,277.7964459,479.7009909,269.8173435,278.709301,391.0302787,334.2880393,446.0652941,352.5592163,173.0471239,104.4034301,6.257945635,20.54373897
AT2G23530,7.757435842,7.372636959,133.8684823,200.4384422,125.0373055,47.08787278,182.6820993,133.1146983,334.5489706,214.9117875,23.59733507,4.97159191,1.564486409,1.956546568
AT2G23540,54.30205089,41.28676697,380.7126779,441.4149963,62.51865277,36.9067111,25.66608007,8.006899145,0,1.298560649,5.618413113,18.22917033,6.257945635,0.978273284
AT2G23680,15.51487168,17.6943287,0,0,0,2.545290421,4.529308248,17.01466068,0,3.246401624,0,13.25757843,0,3.913093136
AT2G23690,6977.81354,7095.42581,2531.120263,3285.839182,348.7882733,524.3298266,1289.343081,463.399288,160.7147016,231.7930759,14.60787409,6.628789213,0,1.956546568
AT2G23700,683.6240335,491.0176215,142.3803511,99.09316244,108.5850285,291.4357531,593.3393805,625.5389957,301.7500519,533.0591466,342.7231999,188.9204926,1.564486409,5.869639704
AT2G23740,10.66647428,2.949054784,77.38062559,110.3537491,98.71366227,25.45290421,161.5453275,166.1431573,744.5354542,410.3451652,233.7259855,180.634506,17.2093505,12.71755269
AT2G23755,47.51429453,48.65940393,17.79754388,13.51270397,19.74273245,67.45019614,131.3499392,76.06554187,26.23913495,57.7859489,46.07098753,53.0303137,73.53086122,55.76157719
AT2G23770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23780,145.451922,188.7395062,652.3186737,1022.461267,1020.041177,579.0535707,280.8171114,498.4294718,573.981077,523.3199417,641.6227775,386.1269716,2631.46614,2055.35217
AT2G23790,395.6292279,458.5780189,1684.576219,2227.344037,858.8088617,1080.475784,859.0587977,669.576941,498.543564,579.80733,348.341613,193.8920845,61.01496994,78.26186273
AT2G23820,2980.794722,1521.712268,1118.15004,826.5270594,1029.912543,1071.567267,842.4513341,1132.976229,1541.549178,1775.132408,1145.032592,672.8221051,262.8337167,207.3939362
AT2G23830,0,0,0,0,0,0,0,0,0,1.298560649,0,0,0,0
AT2G23834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23840,10.66647428,2.949054784,12.38090009,18.01693862,0,0,33.21492715,20.01724786,104.9565398,107.7805339,107.8735318,99.43183819,0,0
AT2G23890,17.45423064,10.32169174,244.5227769,240.9765541,78.97092981,132.3551019,255.1510313,307.2647547,318.1495112,271.3991757,132.5945495,167.3769276,75.09534762,67.5008566
AT2G23900,47.51429453,53.08298611,305.6534711,385.1120631,13.16182164,7.635871262,58.88100722,39.03363333,6.559783737,0.649280325,0,0,1.564486409,0
